13     105      30      77       .      28      25      31      38      47
14     144     109     156     139       .     138     170     177     173
15     104      29      76      25      27       .      32      39      35
16     136      61     108      31      59      32       .       7      16
17     132      57     104      27      55      28       7       .       9
18     139      64     111      36      62      35      16       9       .
19     113      66      85      96      96      95     127     134     130
20     132      85     104     115     115     114     146     153     149
21     158     111     130     141     141     140     172     179     175
22     223     176     195     206     206     192     199     192     183
23     217     170     189     200     200     199     231     232     223
24     192     145     164     175     175     161     168     161     152
25     158     111     130     141     141     140     172     173     164
26     178     131     150     161     161     160     192     193     184
27     147      72     119      68      70      43      50      43      34
28     223     154     195     150     152     125     132     125     116
29     211     136     183     132     134     107     114     107      98
30     183     108     155     104     106      79      86      79      70
31     241     171     218     167     139     142     158     151     142
32     186     151     198     151     123     126     142     135     126
33      55      60     107      90      90      89     121     128     124
34     163      88     135      84      56      59      84      77      68
35     185     115     162     111      83      86     111     104      95
36     122      87     134     117     117     116     148     155     151
37      11      48      64      78      78      77     109     116     112
38      21      58      71      88      88      87     119     126     122
39      76      29      48      59      59      58      90      97      93
40      94      47      66      77      77      76     108     115     111
41     169     122     141     152     152     151     183     190     186
42     233     186     205     216     216     202     209     202     193
43     257     210     229     240     240     226     233     226     217
44     255     180     227     176     178     151     158     151     142
45     220     145     192     141     143     116     123     116     107
46     230     155     202     151     137     126     133     126     117
47     207     137     184     133     105     108     124     117     108
48     219     184     231     184     156     159     184     177     168
49     157     122     169     122      94      97     122     115     106
50     220     145     192     141     143     116     123     116     107
51     209     162     181     192     192     178     185     178     169
52      81       6      53      24      24      23      55      62      58
53     138      63     110      59      61      34      41      34      25
54     281     206     253     202     204     177     184     177     168
55     237     168     209     164     166     139     146     139     130
56     193     123     170     119      91      94     119     112     103

:     19      20      21      22      23      24      25      26      27     :=
1      130     176     121     131     150     125      85      65      57
2      146     186     137     147     166     141     101      81      73
3      130     170     121     131     150     125      85      65      57
4      209     226     200     189     208     153     164     144     136
5      198     193     203     213     232     207     167     147     139
6      258     253     251     239     258     203     215     195     187
7      232     227     237     247     266     221     201     181     173
8      164     159     169     179     198     173     133     113     105
9      184     179     189     199     218     193     153     133     125
10     137     132     149     183     202     177     137     117     109
11     131     126     136     146     165     140     100      80      72
12      84      79      96     144     163     175     141     121     113
13     110     105     122     142     161     136      96      76      68
14     240     235     245     255     274     249     209     189     181
15     116     130     107     117     136     111      71      51      43
16     123     136     114     124     143     118      78      58      50
17     116     132     107     117     136     111      71      51      43
18     107     141      98     108     127     102      62      42      34
19       .      46      63     116     135     147     166     146     138
20      19       .      17      70      89     101     135     148     157
21      45      57       .      53      72      84     118     131     183
22     110     112      82       .      19      31      65      78     149
23     104      93      63      40       .      71     105     118     189
24      79     125      70      36      55       .      34      47     118
25      45      91      36      46      65      77       .      59     130
26      65     111      56      66      85      97      20       .     150
27      73     119      64      74      93      68      28       8       .
28     110     156     101      67      86      31      65      78      82
29     137     183     128     110     129      74      92      72      64
30     109     155     100      82     101      46      64      44      36
31     181     227     172     154     173     118     136     116     108
32     165     211     156     138     157     102     120     100      92
33     191     186     196     206     225     200     160     140     132
34     110     156     101     111     130     105      65      45      37
35     176     216     167     176     195     140     131     111     103
36     218     213     223     233     252     227     187     167     159
37     148     143     160     194     213     188     148     128     120
38     155     150     167     204     223     198     158     138     130
39      72      67      84     132     151     163     129     109     101
40      90      85     102     150     169     181     147     127     119
41      56      45      12      41      60      72     106     119     190
42     120     122      92      10      29      41      75      88     159
43     144     146     116      34      53      65      99     112     183
44     154     189     145     111      96      75     109     116     108
45     146     192     137     119     138      83     101      81      73
46     156     202     147     129     148      93     111      91      83
47     147     193     138     120     139      84     102      82      74
48     226     272     217     199     218     163     181     161     153
49     187     227     178     167     186     131     142     122     114
50     146     192     137     119     123      83     101      81      73
51      96     132      87      53      39      17      51      64     135
52     134     129     130     140     159     134      94      74      66
53      82     128      73      83     102      77      37      17       9
54     180     215     171     137     122     101     135     142     134
55     124     170     115      81     100      45      79      92      96
56     184     224     175     165     184     129     139     119     111

:     28      29      30      31      32      33      34      35      36     :=
1       94     160      80     162      67     128      20      48     126
2      110     164     102     166      71     105      42      70     103
3       94     166      86     168      73      89      26      54      87
4      122     144     107     146      51      93     105      91     109
5      176     222     204     224     148      60     155     183      76
6      172     175     157     177     101     120     156     141     136
7      190     193     175     195     119      94     174     159     110
8      142     224     175     216     168      26     121     149      42
9      162     244     195     236     188      46     141     169      62
10     146     228     179     220     172      57     125     153      99
11     109     191     142     183     135      20      88     116      75
12     150     232     183     224     176      61     129     157     116
13     105     187     138     179     131      50      84     112      78
14     218     282     251     284     208     102     197     225      50
15      80     162     113     154     106      49      59      87      77
16      87     169     120     161     115      81      68      96     109
17      80     162     113     154     108      77      61      89     105
18      71     153     104     145      99      84      52      80     112
19     175     257     208     249     201      86     154     182     141
20     137     219     183     211     220     105     173     201     160
21     120     202     166     194     241     131     199     222     186
22      67     149     113     141     188     196     185     169     251
23     107     167     153     181     228     190     225     209     245
24      36     118      82     110     157     165     154     138     220
25      48     130      94     122     169     131     166     150     186
26      68     150     114     142     189     151     186     170     206
27      37     119      70     111      83      92      36      64     120
28       .      82      46      74     121     174     118     102     202
29      43       .      28      56     103     156     100      84     184
30      15      97       .      89      90     128      72      71     156
31      87     168      72       .      75     191     128      56     189
32      71      93      56      95       .     144     112      40     160
33     169     251     202     243     195       .     148     176      69
34      74     140      60     142      47     108       .      28     106
35     109     131      94     133      38     135      72       .     133
36     196     260     229     262     186      80     175     203       .
37     157     239     190     231     183      68     136     164      99
38     167     249     200     241     193      78     146     174     120
39     138     220     171     212     164      49     117     145     104
40     156     238     189     230     182      67     135     163     122
41     108     190     154     182     229     142     210     210     197
42      77     159     123     151     198     206     195     179     261
43     101     183     147     175     222     230     219     203     285
44      87      44      72      86     141     200     144     128     228
45      52       9      37      51     106     165     109      93     193
46      62      41      47      26      73     175     119      54     187
47      53     134      38     127      41     157      94      22     155
48     132     105     117     107      61     177     145     101     193
49     100     122      85     124      29     115      83      69     131
50      52      73      37      65     112     165     109      93     193
51      53     135      99     127     174     182     171     155     237
52     103     185     136     177     129      26      82     110      74
53      46     128      79     120      74      83      27      55     111
54     113      70      98     112     167     226     170     154     254
55      14      96      60      88     135     188     132     116     216
56      98     120      83     122      27     143      80       8     141

:     37      38      39      40      41      42      43      44      45     :=
1      172     162     142     124     133     164      97     132     151
2      144     139     119     101     149     180     113     148     155
3      133     123     103      85     133     164      97     132     157
4      124     154     159     150     212     238     176     160     135
5       91     121     126     117     215     246     179     214     213
6      151     181     186     177     263     288     227     210     166
7      122     155     160     151     249     280     213     228     184
8       57      87      92      83     181     212     145     180     215
9       37      89     112     103     201     232     165     200     235
10      54      41      65      87     156     187     149     184     219
11      64      54      59      50     148     179     112     147     182
12     105      67      12      91     103     134     126     188     223
13      94      84      38      20     129     160     108     143     178
14     133     163     168     159     257     288     221     256     273
15      93      83      63      45     119     150      83     118     153
16     125     115      69      51     126     157      90     125     160
17     121     111      65      47     119     150      83     118     153
18     128     118      74      56     110     141      74     109     144
19     130      92      37      19      75     106      93     213     248
20     149     111      56      38      29      60      47     175     210
21     175     137      82      64      12      43      30     158     193
22     240     202     147     129      70      49      77     105     140
23     234     196     141     123      51      30      93     145     158
24     209     171     116      98      82      85      46      74     109
25     175     137      82      64      48      79      12      86     121
26     195     157     102      84      68      99      32     106     141
27     136     126     106      88      76     107      40      75     110
28     218     202     147     129     113     116      77      38      73
29     200     190     170     152     140     159     104      42      62
30     172     162     142     124     112     131      76      53      88
31     230     225     205     187     184     203     148     125     159
32     175     205     189     171     168     187     132     109      84
33      44      96     119     110     208     239     172     207     242
34     152     142     122     104     113     144      77     112     131
35     174     169     149     131     179     210     143     147     122
36     111     141     146     137     235     266     199     234     251
37       .      52      76      98     167     198     160     195     230
38      44       .      83     108     174     205     170     205     240
39      93      55       .      79      91     122     114     176     211
40     111      73      18       .     109     140     132     194     229
41     186     148      93      75       .      31      42     146     181
42     250     212     157     139      80       .      87     115     150
43     274     236     181     163     104      83       .     139     174
44     244     234     191     173     147     126     121       .      35
45     209     199     179     161     149     168     113      51       .
46     219     209     189     171     159     178     123      83      32
47     196     191     171     153     150     169     114      91     125
48     208     238     222     204     229     248     193     147      96
49     146     176     160     142     190     216     154     138     113
50     209     199     179     161     149     153     113      29      64
51     226     188     133     115      90      69      63      91     126
52      70      60      62      44     142     173     106     141     176
53     127     117      97      79      85     116      49      84     119
54     270     260     217     199     173     152     147      26      61
55     232     216     161     143     127     130      91      52      87
56     182     177     157     139     187     214     151     136     111

:     46      47      48      49      50      51      52      53      54     :=
1      142      74      96      87     103     145     102      66     176
2      158      89     100      42     119     161      79      64     180
3      142      80     102      93     103     145      63      48     182
4      144      69      80      22     131     203     106     127     160
5      222     166     117     120     185     227      73     130     238
6      175     119      70      73     181     253     133     178     191
7      193     137      88      91     199     261     107     164     209
8      190     169     151     154     151     193      39      96     240
9      210     189     171     174     171     213      59     116     260
10     194     173     201     192     155     197      43     100     244
11     157     136     164     155     118     160       6      63     207
12     198     177     205     196     159     158      47     104     248
13     153     132     160     151     114     156      24      59     203
14     266     226     177     180     227     269     115     172     298
15     128     107     135     126      89     131      23      34     178
16     135     114     144     135      96     138      55      41     185
17     128     107     137     128      89     131      51      34     178
18     119      98     128     119      80     122      58      25     169
19     223     202     230     221     184     130      72     129     273
20     185     221     249     240     146      84      91     148     235
21     168     209     270     261     129      67     117     174     218
22     115     156     217     208      76      14     182     158     165
23     155     196     254     248     116      54     176     198     183
24      84     125     186     177      45      50     151     127     134
25      96     137     198     189      57      60     117     139     146
26     116     157     218     209      77      80     137     159     166
27      85      64     112     103      46      88      66       9     135
28      48      89     150     141       9      81     148      91      98
29      30      71     132     123      52     124     130      73      16
30      63      58     119     110      24      96     102      45     113
31     135      34     104      95      96     168     165     117     184
32      93      18      29      29      80     152     149     101     109
33     217     196     178     181     178     220      66     123     267
34     122      54      76      67      83     125      82      46     156
35     131      56      67      39     118     190     109      94     147
36     244     204     155     158     205     247      93     150     276
37     205     184     208     203     166     208      54     111     255
38     215     194     222     213     176     218      64     121     265
39     186     165     193     184     147     146      35      92     236
40     204     183     211     202     165     164      53     110     254
41     156     197     258     249     117      55     128     185     206
42     125     166     227     218      86      24     192     168     175
43     149     190     251     242     110      48     216     192     199
44      74     115     131     167      96     125     174     117      60
45      39      80      96     132      61     133     139      82      25
46       .      41     102      93      71     143     149      92      57
47     101       .      70      61      62     134     131      83     150
48     105      79       .      62     141     213     182     162     121
49     122      47      58       .     109     181     120     105     138
50      39      80     141     132       .     133     139      82      89
51     101     142     203     194      62       .     168     144     151
52     151     130     158     149     112     154       .      57     201
53      94      73     103      94      55      97      57       .     144
54     100     141     157     193     122     151     200     143       .
55      62     103     164     155      23      95     162     105     112
56     120      45      56      47     107     179     117     102     136

:     55     56     :=
1      119    40
2      135    62
3      119    46
4      175    83
5      201   175
6      225   133
7      235   151
8      167   141
9      187   161
10     171   145
11     134   108
12     175   149
13     130   104
14     243   217
15     105    79
16     112    88
17     105    81
18      96    72
19     169   174
20     123   193
21     106   214
22      53   161
23      93   201
24      22   130
25      34   142
26      54   162
27      62    56
28      53    94
29      96    76
30      68    63
31     140    48
32     124    32
33     194   168
34      99    20
35     162    70
36     221   195
37     182   156
38     192   166
39     163   137
40     181   155
41      94   202
42      63   171
43      87   195
44      97   120
45     105    85
46     115    46
47     106    14
48     185    93
49     153    61
50     105    85
51      39   147
52     128   102
53      71    47
54     123   146
55       .   108
56     151     0
;

