10       .      37      53     114      67      67      66      98     105
11      75       .      47     108      30      30      29      61      68
12      88      41       .      61      71      71      70     102     109
13     125     162     123       .     192     192     191     223     230
14     105      30      77      87       .      28      25      31      38
15     144     109     156     217     139       .     138     170     177
16     104      29      76     112      25      27       .      32      39
17     136      61     108     118      31      59      32       .       7
18     132      57     104     114      27      55      28       7       .
19     139      64     111     123      36      62      35      16       9
20     113      66      85      60      96      96      95     127     134
21     132      85     104      79     115     115     114     146     153
22     158     111     130     105     141     141     140     172     179
23     223     176     195     165     206     206     192     199     192
24     217     170     189     146     200     200     199     231     232
25     228     181     200     175     211     211     197     204     197
26     192     145     164     139     175     175     161     168     161
27     158     111     130     105     141     141     140     172     173
28     178     131     150     125     161     161     160     192     193
29     147      72     119     133      68      70      43      50      43
30     223     154     195     170     150     152     125     132     125
31     261     186     233     234     182     184     157     164     157
32     211     136     183     197     132     134     107     114     107
33     183     108     155     169     104     106      79      86      79
34     241     171     218     241     167     139     142     158     151
35     186     151     198     225     151     123     126     142     135
36     151     104     123      80     134     134     133     165     172
37      55      60     107     165      90      90      89     121     128
38     163      88     135     170      84      56      59      84      77
39     185     115     162     198     111      83      86     111     104
40     130      95     142     203     125     125     124     156     163
41      55      75     108     165     105     105     104     136     143
42      11      48      64     121      78      78      77     109     116
43      46      59      18      79      89      89      88     120     127
44      21      58      71     108      88      88      87     119     126
45      97      50       9      46      80      80      79     111     118
46      76      29      48      49      59      59      58      90      97
47      94      47      66      67      77      77      76     108     115
48     125      90     137     198     120      55     119     151     158
49     169     122     141      98     152     152     151     183     190
50     233     186     205     175     216     216     202     209     202
51     171      96     143     157      92      94      67      74      67
52     250     203     222     197     216     218     191     198     191
53     255     180     227     214     176     178     151     158     151
54     220     145     192     206     141     143     116     123     116
55     164      89     136     150      85      87      60      67      60
56     230     155     202     216     151     137     126     133     126
57     207     137     184     207     133     105     108     124     117
58     219     184     231     271     184     156     159     184     177
59     187     152     199     239     152     124     127     152     145
60     209     162     181     156     192     192     178     185     178
61      81       6      53     111      24      24      23      55      62
62     138      63     110     142      59      61      34      41      34
63     281     206     253     240     202     204     177     184     177
64     237     168     209     184     164     166     139     146     139
65     193     123     170     206     119      91      94     119     112

:     19      20      21      22      23      24      25      26      27     :=
1       22     103     143      94     104     123     140      98      58
2       88     130     176     121     131     150     167     125      85
3       65     146     186     137     147     166     183     141     101
4       49     130     170     121     131     150     167     125      85
5      128     209     226     200     189     208     195     153     164
6      131     198     193     203     213     232     249     207     167
7      179     258     253     251     239     258     245     203     215
8       97     164     159     169     179     198     215     173     133
9      117     184     179     189     199     218     235     193     153
10     101     137     132     149     183     202     219     177     137
11      64     131     126     136     146     165     182     140     100
12     105      84      79      96     144     163     190     175     141
13     226     144     139     156     184     165     230     215     249
14      47     110     105     122     142     161     178     136      96
15     173     240     235     245     255     274     291     249     209
16      35     116     130     107     117     136     153     111      71
17      16     123     136     114     124     143     160     118      78
18       9     116     132     107     117     136     153     111      71
19       .     107     141      98     108     127     144     102      62
20     130       .      46      63     116     135     162     147     166
21     149      19       .      17      70      89     116     101     135
22     175      45      57       .      53      72      99      84     118
23     183     110     112      82       .      19      46      31      65
24     223     104      93      63      40       .      67      71     105
25     188     115     150     106      72      57       .      36      70
26     152      79     125      70      36      55      82       .      34
27     164      45      91      36      46      65      92      77       .
28     184      65     111      56      66      85     112      97      20
29      34      73     119      64      74      93     110      68      28
30     116     110     156     101      67      86      73      31      65
31     148     174     209     165     131     116      59      95     129
32      98     137     183     128     110     129      81      74      92
33      70     109     155     100      82     101      88      46      64
34     142     181     227     172     154     173     160     118     136
35     126     165     211     156     138     157     144     102     120
36     168      38      27      44      75      76     121     106     140
37     124     191     186     196     206     225     242     200     160
38      68     110     156     101     111     130     147     105      65
39      95     176     216     167     176     195     182     140     131
40     159     226     221     231     241     260     277     235     195
41     139     192     187     204     221     240     257     215     175
42     112     148     143     160     194     213     230     188     148
43     123     102      97     114     162     181     208     193     159
44     122     155     150     167     204     223     240     198     158
45     114      93      88     105     153     172     199     184     150
46      93      72      67      84     132     151     178     163     129
47     111      90      85     102     150     169     196     181     147
48     154     221     216     226     236     255     272     230     190
49     186      56      45      12      41      60      87      72     106
50     193     120     122      92      10      29      56      41      75
51      58      97     143      88      86     105      92      50      52
52     182     137     172     128      94      79      22      58      92
53     142     154     189     145     111      96      39      75     109
54     107     146     192     137     119     138      90      83     101
55      51      90     136      81      91     110     127      85      45
56     117     156     202     147     129     148     122      93     111
57     108     147     193     138     120     139     126      84     102
58     168     226     272     217     199     218     186     163     181
59     136     194     240     185     167     186     173     131     149
60     169      96     132      87      53      39      53      17      51
61      58     134     129     130     140     159     176     134      94
62      25      82     128      73      83     102     119      77      37
63     168     180     215     171     137     122      65     101     135
64     130     124     170     115      81     100      87      45      79
65     103     184     224     175     165     184     171     129     139

:     28      29      30      31      32      33      34      35      36     :=
1       38      30      67     120     149     100     141      93     162
2       65      57      94     147     160      80     162      67     189
3       81      73     110     163     164     102     166      71     205
4       65      57      94     147     166      86     168      73     189
5      144     136     122     175     144     107     146      51     268
6      147     139     176     229     222     204     224     148     235
7      195     187     172     207     175     157     177     101     295
8      113     105     142     195     224     175     216     168     201
9      133     125     162     215     244     195     236     188     221
10     117     109     146     199     228     179     220     172     174
11      80      72     109     162     191     142     183     135     168
12     121     113     150     203     232     183     224     176     121
13     242     234     251     282     332     297     325     297     113
14      76      68     105     158     187     138     179     131     147
15     189     181     218     271     282     251     284     208     277
16      51      43      80     133     162     113     154     106     172
17      58      50      87     140     169     120     161     115     178
18      51      43      80     133     162     113     154     108     174
19      42      34      71     124     153     104     145      99     166
20     146     138     175     221     257     208     249     201     120
21     148     157     137     175     219     183     211     220      85
22     131     183     120     158     202     166     194     241      68
23      78     149      67     105     149     113     141     188      95
24     118     189     107     117     167     153     181     228      76
25      83     154      72      59     109     118     146     193     133
26      47     118      36      89     118      82     110     157     131
27      59     130      48     101     130      94     122     169     104
28       .     150      68     121     150     114     142     189     124
29       8       .      37      90     119      70     111      83     132
30      78      82       .      53      82      46      74     121     162
31     122     114      93       .      50      78      92     147     192
32      72      64      43      57       .      28      56     103     196
33      44      36      15      68      97       .      89      90     168
34     116     108      87     140     168      72       .      75     240
35     100      92      71     124      93      56      95       .     224
36     153     176     142     180     224     188     216     239       .
37     140     132     169     222     251     202     243     195     228
38      45      37      74     127     140      60     142      47     169
39     111     103     109     162     131      94     133      38     235
40     175     167     204     257     250     232     252     176     263
41     155     147     184     237     266     217     258     210     228
42     128     120     157     210     239     190     231     183     184
43     139     131     168     221     250     201     242     194     139
44     138     130     167     220     249     200     241     193     171
45     130     122     159     212     241     192     233     185     130
46     109     101     138     191     220     171     212     164     109
47     127     119     156     209     238     189     230     182     127
48     170     162     199     252     263     232     265     189     258
49     119     190     108     146     190     154     182     229      56
50      88     159      77     115     159     123     151     198     105
51      32      24      19      72     101      52      93      78     156
52     105     148      94      34      84     112     126     181     155
53     116     108      87      15      44      72      86     141     172
54      81      73      52      41       9      37      51     106     205
55      25      17      54     107     136      45     128      71     149
56      91      83      62      73      41      47      26      73     215
57      82      74      53     106     134      38     127      41     206
58     161     153     132     137     105     117     107      61     285
59     129     121     100     153     122      85     124      29     253
60      64     135      53     106     135      99     127     174     115
61      74      66     103     156     185     136     177     129     171
62      17       9      46      99     128      79     120      74     141
63     142     134     113      41      70      98     112     167     198
64      92      96      14      67      96      60      88     135     176
65     119     111      98     151     120      83     122      27     243

:     37      38      39      40      41      42      43      44      45     :=
1       62      46      74     104      90     106      71      96     158
2      128      20      48      81     156     172     137     162     224
3      105      42      70      25     128     144     114     139     201
4       89      26      54      87     117     133      98     123     185
5       93     105      91       5     108     124     129     154     199
6       60     155     183      81      75      91      96     121     166
7      120     156     141      34     135     151     156     181     226
8       26     121     149      56      41      57      62      87     132
9       46     141     169      76      21      37      82      89     112
10      57     125     153     113      58      54      35      41     103
11      20      88     116      89      48      64      29      54     116
12      61     129     157     130      89     105      42      67     129
13     182     250     278     238     173     147     160     104     114
14      50      84     112      92      78      94      59      84     146
15     102     197     225      64     117     133     138     163     208
16      49      59      87      91      77      93      58      83     145
17      81      68      96     123     109     125      90     115     177
18      77      61      89     119     105     121      86     111     173
19      84      52      80     113     112     128      93     118     180
20      86     154     182     155     114     130      67      92     154
21     105     173     201     174     133     149      86     111     173
22     131     199     222     200     159     175     112     137     199
23     196     185     169     224     224     240     177     202     260
24     190     225     209     259     218     234     171     196     241
25     201     190     174     229     229     245     182     207     269
26     165     154     138     193     193     209     146     171     233
27     131     166     150     200     159     175     112     137     199
28     151     186     170     220     179     195     132     157     219
29      92      36      64      97     120     136     101     126     188
30     174     118     102     157     202     218     177     202     264
31     206     150     134     189     234     250     215     240     302
32     156     100      84     139     184     200     165     190     252
33     128      72      71     126     156     172     137     162     224
34     191     128      56     111     214     230     200     225     287
35     144     112      40      56     159     175     180     205     250
36     124     192     220     193     152     168     105     130     192
37       .     148     176      83      28      44      89      96     119
38     108       .      28      61     136     152     117     142     204
39     135      72       .      55     158     174     144     169     231
40      88     183     211       .     103     119     124     149     194
41      68     163     191      98       .      44      90      96     119
42      68     136     164     113      44       .      46      52      75
43      79     147     175     148     104      69       .      25      87
44      78     146     174     134      79      44      56       .      62
45      70     138     166     139      98     114      51      76       .
46      49     117     145     118      77      93      30      55     117
47      67     135     163     136      95     111      48      73     135
48      83     178     206      45      98     114     119     144     189
49     142     210     210     211     170     186     123     148     210
50     206     195     179     234     234     250     187     212     270
51     116      60      59     114     144     160     125     150     212
52     223     184     168     223     251     267     204     229     291
53     200     144     128     183     228     244     209     234     296
54     165     109      93     148     193     209     174     199     261
55     109      53      52     107     137     153     118     143     205
56     175     119      54     109     203     219     184     209     271
57     157      94      22      77     180     196     166     191     253
58     177     145     101      89     190     208     213     238     283
59     145     113      69      57     160     176     181     206     251
60     182     171     155     210     210     226     163     188     250
61      26      82     110      88      54      70      35      60     122
62      83      27      55      88     111     127      92     117     179
63     226     170     154     209     254     270     235     260     322
64     188     132     116     171     216     232     191     216     278
65     143      80       8      63     166     182     152     177     239

:     46      47      48      49      50      51      52      53      54     :=
1       76      58      59     106     137      48     118     105     140
2      142     124      95     133     164      75     145     132     151
3      119     101      72     149     180      91     161     148     155
4      103      85      56     133     164      75     145     132     157
5      159     150      78     212     238     154     173     160     135
6      126     117      45     215     246     157     227     214     213
7      186     177     105     263     288     205     223     210     166
8       92      83      11     181     212     123     193     180     215
9      112     103      31     201     232     143     213     200     235
10      65      87      68     156     187     127     197     184     219
11      59      50      44     148     179      90     160     147     182
12      12      91      85     103     134     131     201     188     223
13     135     163     193     147     174     252     267     289     323
14      38      20      47     129     160      86     156     143     178
15     168     159      19     257     288     199     269     256     273
16      63      45      46     119     150      61     131     118     153
17      69      51      78     126     157      68     138     125     160
18      65      47      74     119     150      61     131     118     153
19      74      56      81     110     141      52     122     109     144
20      37      19     110      75     106     156     199     213     248
21      56      38     129      29      60     175     153     175     210
22      82      64     155      12      43     201     136     158     193
23     147     129     220      70      49     167      83     105     140
24     141     123     214      51      30     207     104     145     158
25     152     134     225     108      87     172      37     110     100
26     116      98     189      82      85     136      87      74     109
27      82      64     155      48      79     148      99      86     121
28     102      84     175      68      99     168     119     106     141
29     106      88      89      76     107      18      88      75     110
30     147     129     171     113     116     100      51      38      73
31     211     193     203     167     146     132      96      92      41
32     170     152     153     140     159      82      59      42      62
33     142     124     125     112     131      54      66      53      88
34     205     187     158     184     203     126     138     125     159
35     189     171     129     168     187     110     122     109      84
36      75      57     148      34      65     194     158     180     215
37     119     110      38     208     239     150     220     207     242
38     122     104      75     113     144      55     125     112     131
39     149     131     102     179     210     121     160     147     122
40     154     145      73     243     274     185     255     242     241
41     120     125      53     211     242     165     235     222     257
42      76      98      68     167     198     138     208     195     230
43      30     109     103     121     152     149     219     206     241
44      83     108      89     174     205     148     218     205     240
45      21     100      94     112     143     140     210     197     232
46       .      79      73      91     122     119     189     176     211
47      18       .      91     109     140     137     207     194     229
48     149     140       .     238     269     180     250     237     254
49      93      75     166       .      31     208     124     146     181
50     157     139     230      80       .     177      93     115     150
51     130     112     113     100     131       .      70      57      92
52     174     156     237     130     109     166       .     126      75
53     191     173     197     147     126     126      17       .      35
54     179     161     162     149     168      91      68      51       .
55     123     105     106      93     124      35     105      92     127
56     189     171     156     159     178     101     100      83      32
57     171     153     124     150     169      92     104      91     125
58     222     204     162     229     248     171     164     147      96
59     190     172     130     197     216     139     151     138     113
60     133     115     206      90      69     153      90      91     126
61      62      44      43     142     173      84     154     141     176
62      97      79      80      85     116      27      97      84     119
63     217     199     223     173     152     152      43      26      61
64     161     143     185     127     130     114      65      52      87
65     157     139     110     187     214     129     149     136     111

:     55      56      57      58      59      60      61      62      63     :=
1       55     115      94     122     154     118      36      21     165
2       82     142      74      96     128     145     102      66     176
3       98     158      89     100     109     161      79      64     180
4       82     142      80     102     134     145      63      48     182
5      126     144      69      80      89     203     106     127     160
6      164     222     166     117     119     227      73     130     238
7      176     175     119      70      72     253     133     178     191
8      130     190     169     151     153     193      39      96     240
9      150     210     189     171     173     213      59     116     260
10     134     194     173     201     210     197      43     100     244
11      97     157     136     164     186     160       6      63     207
12     138     198     177     205     227     158      47     104     248
13     259     299     298     325     327     198     168     225     348
14      93     153     132     160     192     156      24      59     203
15     206     266     226     177     179     269     115     172     298
16      68     128     107     135     167     131      23      34     178
17      75     135     114     144     176     138      55      41     185
18      68     128     107     137     169     131      51      34     178
19      59     119      98     128     160     122      58      25     169
20     163     223     202     230     252     130      72     129     273
21     182     185     221     249     271      84      91     148     235
22     185     168     209     270     297      67     117     174     218
23     132     115     156     217     249      14     182     158     165
24     172     155     196     254     286      54     176     198     183
25     137     120     161     196     228      86     187     163     125
26     101      84     125     186     218      50     151     127     134
27     113      96     137     198     230      60     117     139     146
28     133     116     157     218     250      80     137     159     166
29      25      85      64     112     144      88      66       9     135
30      65      48      89     150     182      81     148      91      98
31      97      80     121     137     169     145     180     123      66
32      47      30      71     132     164     124     130      73      16
33      19      63      58     119     151      96     102      45     113
34      91     135      34     104     136     168     165     117     184
35      75      93      18      29      61     152     149     101     109
36     201     190     231     268     290      89     110     167     240
37     157     217     196     178     180     220      66     123     267
38      62     122      54      76     108     125      82      46     156
39     113     131      56      67      99     190     109      94     147
40     192     250     194     145     147     255     101     158     266
41     172     232     211     179     181     235      81     138     282
42     145     205     184     208     210     208      54     111     255
43     156     216     195     223     245     176      65     122     266
44     155     215     194     222     231     218      64     121     265
45     147     207     186     214     236     167      56     113     257
46     126     186     165     193     215     146      35      92     236
47     144     204     183     211     233     164      53     110     254
48     187     247     207     158     160     250      96     153     279
49     173     156     197     258     290      55     128     185     206
50     142     125     166     227     259      24     192     168     175
51       7      67      46     107     139     100      90      33     117
52     131     114     155     171     203     108     209     157     100
53      91      74     115     131     163     125     174     117      60
54      56      39      80      96     128     133     139      82      25
55       .     102      39     100     132     105      83      26     152
56      66       .      41     102     134     143     149      92      57
57      57     101       .      70     102     134     131      83     150
58     136     105      79       .      32     213     182     162     121
59     104     122      47      58       .     181     150     130     138
60     118     101     142     203     235       .     168     144     151
61      91     151     130     158     190     154       .      57     201
62      34      94      73     103     135      97      57       .     144
63     117     100     141     157     189     151     200     143       .
64      79      62     103     164     196      95     162     105     112
65     102     120      45      56      88     179     117     102     136

:     64     65     :=
1       92    66
2      119    40
3      135    62
4      119    46
5      175    83
6      201   175
7      225   133
8      167   141
9      187   161
10     171   145
11     134   108
12     175   149
13     237   270
14     130   104
15     243   217
16     105    79
17     112    88
18     105    81
19      96    72
20     169   174
21     123   193
22     106   214
23      53   161
24      93   201
25      58   166
26      22   130
27      34   142
28      54   162
29      62    56
30      53    94
31     117   126
32      96    76
33      68    63
34     140    48
35     124    32
36     128   212
37     194   168
38      99    20
39     162    70
40     229   203
41     209   183
42     182   156
43     193   167
44     192   166
45     184   158
46     163   137
47     181   155
48     224   198
49      94   202
50      63   171
51      72    51
52      80   160
53      97   120
54     105    85
55      79    44
56     115    46
57     106    14
58     185    93
59     153    61
60      39   147
61     128   102
62      71    47
63     123   146
64       .   108
65     151     .
;	
